narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes,narration_number,narration_number_large,verb_noun_pair,affordance,irr-action,grasp-type,affordance_classes,irr-action_classes,action_classes,verb_classes
P03_107_50,P03,P03_107,00:01:53.852,00:01:53.49,00:01:54.74,5674,5737,open cupboard,open,3,cupboard,3,['cupboard'],[3],107.005,30107.005,open--cupboard,pull2,pull,2,30,1,4,1
P03_107_53,P03,P03_107,00:01:56.101,00:01:55.78,00:01:57.50,5789,5875,pick up tupperware,pick-up,0,tupperware,23,['tupperware'],[23],107.0053,30107.0053,pick-up--tupperware,pick1,pick,1,12,4,77,16
P03_107_64,P03,P03_107,00:02:19.100,00:02:18.38,00:02:20.02,6919,7001,open cupboard,open,3,cupboard,3,['cupboard'],[3],107.0064,30107.0064,open--cupboard,pull2,pull,2,30,1,4,1
P03_107_65,P03,P03_107,00:02:20.136,00:02:20.07,00:02:20.74,7003,7037,pick up tupperware,pick-up,0,tupperware,23,['tupperware'],[23],107.0065,30107.0065,pick-up--tupperware,pick1,pick,1,12,4,77,16
P03_107_69,P03,P03_107,00:02:25.385,00:02:25.25,00:02:26.28,7262,7314,put lid down,put-down,1,lid,6,['lid'],[6],107.0069,30107.0069,put-down--lid,place1,place,1,3,3,50,2
P03_107_71,P03,P03_107,00:02:26.850,00:02:27.58,00:02:28.39,7378,7419,pick up tupperware,pick-up,0,tupperware,23,['tupperware'],[23],107.0071,30107.0071,pick-up--tupperware,pick1,pick,1,12,4,77,16
P03_107_74,P03,P03_107,00:03:04.600,00:03:04.29,00:03:05.03,9214,9251,pick up lid,pick-up,0,lid,6,['lid'],[6],107.0074,30107.0074,pick-up--lid,pick3,pick,3,4,4,61,16
P03_107_75,P03,P03_107,00:03:05.850,00:03:05.60,00:03:07.57,9280,9378,put lid on tupperware,put-on,1,lid,6,"['lid', 'tupperware']","[6, 23]",107.0075,30107.0075,put-on--lid,place1,place,1,3,3,84,20
P03_107_76,P03,P03_107,00:03:09.632,00:03:09.17,00:03:10.71,9458,9535,open fridge,open,3,fridge,12,['fridge'],[12],107.0076,30107.0076,open--fridge,pull4,pull,4,1,1,1,1
P03_107_78,P03,P03_107,00:03:12.353,00:03:11.90,00:03:13.35,9595,9667,close fridge,close,4,fridge,12,['fridge'],[12],107.0078,30107.0078,close--fridge,push0,push,0,2,2,2,0
P03_107_84,P03,P03_107,00:03:23.387,00:03:20.63,00:03:23.61,10031,10180,pick up spoon,pick-up,0,spoon,1,['spoon'],[1],107.0084,30107.0084,pick-up--spoon,pick5,pick,5,21,4,59,16
P03_107_85,P03,P03_107,00:03:25.100,00:03:23.54,00:03:27.39,10177,10369,rinse spoon,rinse,2,spoon,1,['spoon'],[1],107.0085,30107.0085,rinse--spoon,rub5,rub,5,15,10,32,10
P03_107_91,P03,P03_107,00:03:39.850,00:03:39.65,00:03:40.30,10982,11015,turn off tap,turn-off,8,tap,0,['tap'],[0],107.0091,30107.0091,turn-off--tap,rotate5,rotate,5,8,6,10,4
P03_107_93,P03,P03_107,00:03:43.600,00:03:43.77,00:03:44.38,11188,11219,put down pan,put-down,1,pan,5,['pan'],[5],107.0093,30107.0093,put-down--pan,place4,place,4,7,3,11,2
P03_107_94,P03,P03_107,00:03:45.850,00:03:44.48,00:03:47.01,11224,11350,pick up plates and knives and forks,pick-up,0,plate,2,"['plate', 'knife', 'fork']","[2, 4, 14]",107.0094,30107.0094,pick-up--plate,pick1,pick,1,12,4,55,16
P03_107_95,P03,P03_107,00:03:47.850,00:03:47.85,00:03:48.59,11392,11429,pick up lid,pick-up,0,lid,6,['lid'],[6],107.0095,30107.0095,pick-up--lid,pick3,pick,3,4,4,61,16
P03_107_96,P03,P03_107,00:03:49.100,00:03:48.86,00:03:49.94,11443,11497,put lid on cutting board,put-on,1,lid,6,"['lid', 'board:cutting']","[6, 18]",107.0096,30107.0096,put-on--lid,place3,place,3,5,3,84,20
P03_107_97,P03,P03_107,00:03:50.350,00:03:50.21,00:03:50.88,11510,11544,pick up knife,pick-up,0,knife,4,['knife'],[4],107.0097,30107.0097,pick-up--knife,pick3,pick,3,4,4,58,16
P03_107_100,P03,P03_107,00:03:55.850,00:03:55.83,00:03:56.68,11791,11834,pick up plate,pick-up,0,plate,2,['plate'],[2],107.01,30107.01,pick-up--plate,pick1,pick,1,12,4,55,16
P03_107_102,P03,P03_107,00:03:58.600,00:03:58.43,00:03:59.29,11921,11964,pick up bowl,pick-up,0,bowl,7,['bowl'],[7],107.0102,30107.0102,pick-up--bowl,pick4,pick,4,31,4,67,16
P03_107_105,P03,P03_107,00:04:00.600,00:04:00.65,00:04:01.67,12032,12083,put bowl and plate down,put,1,bowl,7,['bowl'],[7],107.0105,30107.0105,put--bowl,place1,place,1,3,3,44,11
P03_107_106,P03,P03_107,00:04:01.850,00:04:01.73,00:04:02.69,12086,12134,pick up lid,pick-up,0,lid,6,['lid'],[6],107.0106,30107.0106,pick-up--lid,pick3,pick,3,4,4,61,16
P03_107_107,P03,P03_107,00:04:03.350,00:04:02.72,00:04:04.25,12136,12212,put lid on pan,put-on,1,lid,6,"['lid', 'pan']","[6, 5]",107.0107,30107.0107,put-on--lid,place3,place,3,5,3,84,20
P03_108_0,P03,P03_108,00:00:03.352,00:00:02.09,00:00:05.21,104,260,put down glass,put-down,1,glass,10,['glass'],[10],108.0,30108.0,put-down--glass,place1,place,1,3,3,27,2
P03_108_4,P03,P03_108,00:00:14.851,00:00:14.62,00:00:15.35,731,767,turn off tap,turn-off,8,tap,0,['tap'],[0],108.0004,30108.0004,turn-off--tap,rotate5,rotate,5,8,6,10,4
P03_108_6,P03,P03_108,00:00:17.102,00:00:16.75,00:00:17.55,837,877,open fridge,open,3,fridge,12,['fridge'],[12],108.0006,30108.0006,open--fridge,pull4,pull,4,1,1,1,1
P03_108_8,P03,P03_108,00:00:18.601,00:00:18.52,00:00:19.05,926,952,close fridge,close,4,fridge,12,['fridge'],[12],108.0008,30108.0008,close--fridge,push0,push,0,2,2,2,0
P03_108_12,P03,P03_108,00:00:26.852,00:00:26.77,00:00:27.57,1338,1378,open fridge,open,3,fridge,12,['fridge'],[12],108.0012,30108.0012,open--fridge,pull4,pull,4,1,1,1,1
P03_108_14,P03,P03_108,00:00:29.852,00:00:28.34,00:00:30.20,1417,1510,pick up glass,pick-up,0,glass,10,['glass'],[10],108.0014,30108.0014,pick-up--glass,pick1,pick,1,12,4,71,16
P03_108_17,P03,P03_108,00:00:36.852,00:00:38.76,00:00:39.27,1938,1963,turn off tap,turn-off,8,tap,0,['tap'],[0],108.0017,30108.0017,turn-off--tap,rotate5,rotate,5,8,6,10,4
P03_109_1,P03,P03_109,00:00:03.381,00:00:03.26,00:00:03.98,163,199,pick up bowl,pick-up,0,bowl,7,['bowl'],[7],109.0001,30109.0001,pick-up--bowl,pick4,pick,4,31,4,67,16
P03_109_3,P03,P03_109,00:00:06.601,00:00:05.58,00:00:06.99,279,349,put down bowl,put-down,1,bowl,7,['bowl'],[7],109.0003,30109.0003,put-down--bowl,place1,place,1,3,3,43,2
P03_109_7,P03,P03_109,00:00:09.601,00:00:09.62,00:00:10.15,480,507,move tap,move,11,tap,0,['tap'],[0],109.0007,30109.0007,move--tap,move3,move,3,33,13,68,17
P03_109_23,P03,P03_109,00:00:41.350,00:00:40.45,00:00:41.80,2022,2090,put down saucepan,put-down,1,saucepan,5,['saucepan'],[5],109.0023,30109.0023,put-down--saucepan,place1,place,1,3,3,23,2
P03_109_24,P03,P03_109,00:00:42.850,00:00:42.60,00:00:43.22,2130,2161,move tap,move,11,tap,0,['tap'],[0],109.0024,30109.0024,move--tap,move3,move,3,33,13,68,17
P03_109_26,P03,P03_109,00:00:44.850,00:00:44.40,00:00:44.96,2220,2248,move tap,move,11,tap,0,['tap'],[0],109.0026,30109.0026,move--tap,move3,move,3,33,13,68,17
P03_109_36,P03,P03_109,00:01:04.884,00:01:04.06,00:01:05.23,3203,3261,pick up knife,pick-up,0,knife,4,['knife'],[4],109.0036,30109.0036,pick-up--knife,pick3,pick,3,4,4,58,16
P03_109_39,P03,P03_109,00:01:08.600,00:01:08.34,00:01:10.50,3417,3525,pick up spoon,pick-up,0,spoon,1,['spoon'],[1],109.0039,30109.0039,pick-up--spoon,pick5,pick,5,21,4,59,16
P03_109_40,P03,P03_109,00:01:11.100,00:01:10.49,00:01:11.65,3524,3582,put spoon in bowl,put-in,5,spoon,1,"['spoon', 'bowl']","[1, 7]",109.004,30109.004,put-in--spoon,place5,place,5,27,3,74,19
P03_109_43,P03,P03_109,00:01:17.631,00:01:17.54,00:01:21.07,3876,4053,move tap,move,11,tap,0,['tap'],[0],109.0043,30109.0043,move--tap,move3,move,3,33,13,68,17
P03_109_44,P03,P03_109,00:01:21.105,00:01:21.05,00:01:22.09,4052,4104,turn off tap,turn-off,8,tap,0,['tap'],[0],109.0044,30109.0044,turn-off--tap,rotate5,rotate,5,8,6,10,4
P03_109_48,P03,P03_109,00:01:33.350,00:01:32.92,00:01:33.96,4646,4698,pick up bowl,pick-up,0,bowl,7,['bowl'],[7],109.0048,30109.0048,pick-up--bowl,pick4,pick,4,31,4,67,16
P03_109_51,P03,P03_109,00:01:49.850,00:01:49.73,00:01:50.85,5486,5542,pick up plate,pick-up,0,plate,2,['plate'],[2],109.0051,30109.0051,pick-up--plate,pick1,pick,1,12,4,55,16
P03_109_59,P03,P03_109,00:02:31.100,00:02:30.89,00:02:31.84,7544,7592,pick up plate,pick-up,0,plate,2,['plate'],[2],109.0059,30109.0059,pick-up--plate,pick1,pick,1,12,4,55,16
P03_109_65,P03,P03_109,00:03:17.431,00:03:16.37,00:03:17.88,9818,9894,put down saucepan,put-down,1,saucepan,5,['saucepan'],[5],109.0065,30109.0065,put-down--saucepan,place1,place,1,3,3,23,2
P03_109_75,P03,P03_109,00:03:56.683,00:03:56.49,00:03:57.11,11824,11855,move tap,move,11,tap,0,['tap'],[0],109.0075,30109.0075,move--tap,move3,move,3,33,13,68,17
P03_109_98,P03,P03_109,00:05:43.931,00:05:43.36,00:05:44.41,17168,17220,turn off tap,turn-off,8,tap,0,['tap'],[0],109.0098,30109.0098,turn-off--tap,rotate5,rotate,5,8,6,10,4
P03_109_119,P03,P03_109,00:06:45.431,00:06:45.33,00:06:46.14,20266,20307,open cupboard,open,3,cupboard,3,['cupboard'],[3],109.0119,30109.0119,open--cupboard,pull2,pull,2,30,1,4,1
P03_109_129,P03,P03_109,00:07:10.931,00:07:10.81,00:07:11.56,21540,21578,pick up spoon,pick-up,0,spoon,1,['spoon'],[1],109.0129,30109.0129,pick-up--spoon,pick5,pick,5,21,4,59,16
P03_109_131,P03,P03_109,00:07:26.223,00:07:25.70,00:07:26.92,22285,22346,put spoon in drying rack,put-in,5,spoon,1,"['spoon', 'rack:drying']","[1, 110]",109.0131,30109.0131,put-in--spoon,place5,place,5,27,3,74,19
P03_109_137,P03,P03_109,00:07:45.181,00:07:42.35,00:07:45.85,23117,23292,pick up bowl,pick-up,0,bowl,7,['bowl'],[7],109.0137,30109.0137,pick-up--bowl,pick1,pick,1,12,4,67,16
P03_109_150,P03,P03_109,00:08:34.454,00:08:33.95,00:08:35.75,25697,25787,pick up cutting board,pick-up,0,board:cutting,18,['board:cutting'],[18],109.015,30109.015,pick-up--board:cutting,pick1,pick,1,12,4,57,16
P03_109_168,P03,P03_109,00:09:56.602,00:09:56.73,00:09:57.44,29836,29872,open cupboard,open,3,cupboard,3,['cupboard'],[3],109.0168,30109.0168,open--cupboard,pull2,pull,2,30,1,4,1
P03_109_169,P03,P03_109,00:09:59.102,00:09:58.98,00:09:59.64,29949,29982,pick up bowl,pick-up,0,bowl,7,['bowl'],[7],109.0169,30109.0169,pick-up--bowl,pick1,pick,1,12,4,67,16
P03_109_170,P03,P03_109,00:09:59.602,00:09:59.34,00:10:08.27,29967,30413,put down cutting board,put-down,1,board:cutting,18,['board:cutting'],[18],109.017,30109.017,put-down--board:cutting,place1,place,1,3,3,5,2
P03_109_171,P03,P03_109,00:10:00.102,00:09:58.00,00:10:00.49,29900,30024,put down bowl,put-down,1,bowl,7,['bowl'],[7],109.0171,30109.0171,put-down--bowl,place1,place,1,3,3,43,2
P03_109_172,P03,P03_109,00:10:02.101,00:10:00.59,00:10:02.25,30029,30112,pick up cutting board,pick-up,0,board:cutting,18,['board:cutting'],[18],109.0172,30109.0172,pick-up--board:cutting,pick1,pick,1,12,4,57,16
P03_109_175,P03,P03_109,00:10:04.851,00:10:04.12,00:10:05.17,30206,30258,put down cutting board,put-down,1,board:cutting,18,['board:cutting'],[18],109.0175,30109.0175,put-down--board:cutting,place1,place,1,3,3,5,2
P03_109_178,P03,P03_109,00:10:10.602,00:10:08.99,00:10:11.87,30449,30593,pick up bowls,pick-up,0,bowl,7,['bowl'],[7],109.0178,30109.0178,pick-up--bowl,pick1,pick,1,12,4,67,16
P03_109_188,P03,P03_109,00:10:28.628,00:10:28.72,00:10:29.30,31436,31464,pick up glass,pick-up,0,glass,10,['glass'],[10],109.0188,30109.0188,pick-up--glass,pick1,pick,1,12,4,71,16
P03_109_196,P03,P03_109,00:10:54.603,00:10:53.74,00:10:55.02,32687,32751,pick up knife,pick-up,0,knife,4,['knife'],[4],109.0196,30109.0196,pick-up--knife,pick3,pick,3,4,4,58,16
P03_109_223,P03,P03_109,00:12:45.852,00:12:45.72,00:12:47.26,38286,38363,put knife and spoon in drying rack,put,1,knife,4,"['knife', 'spoon', 'rack:drying']","[4, 1, 110]",109.0223,30109.0223,put--knife,place3,place,3,5,3,76,11
P03_109_224,P03,P03_109,00:12:48.101,00:12:47.20,00:12:48.47,38360,38423,pick up fork,pick-up,0,fork,14,['fork'],[14],109.0224,30109.0224,pick-up--fork,pick3,pick,3,4,4,63,16
P03_109_227,P03,P03_109,00:12:52.601,00:12:51.72,00:12:52.78,38586,38639,pick up knife,pick-up,0,knife,4,['knife'],[4],109.0227,30109.0227,pick-up--knife,pick3,pick,3,4,4,58,16
P03_109_230,P03,P03_109,00:12:56.601,00:12:55.79,00:12:57.24,38789,38862,pick up fork,pick-up,0,fork,14,['fork'],[14],109.023,30109.023,pick-up--fork,pick3,pick,3,4,4,63,16
P03_109_233,P03,P03_109,00:13:02.352,00:13:01.32,00:13:02.76,39066,39138,pick up knife,pick-up,0,knife,4,['knife'],[4],109.0233,30109.0233,pick-up--knife,pick3,pick,3,4,4,58,16
P03_109_236,P03,P03_109,00:13:08.127,00:13:07.15,00:13:08.85,39357,39442,pick up spoon,pick-up,0,spoon,1,['spoon'],[1],109.0236,30109.0236,pick-up--spoon,pick5,pick,5,21,4,59,16
P03_109_238,P03,P03_109,00:13:12.352,00:13:12.01,00:13:12.96,39600,39648,put spoon in drying rack,put-in,5,spoon,1,"['spoon', 'rack:drying']","[1, 110]",109.0238,30109.0238,put-in--spoon,place5,place,5,27,3,74,19
P03_109_259,P03,P03_109,00:13:59.138,00:13:59.15,00:13:59.66,41957,41983,move tap,move,11,tap,0,['tap'],[0],109.0259,30109.0259,move--tap,move3,move,3,33,13,68,17
P03_109_262,P03,P03_109,00:14:02.601,00:14:01.57,00:14:03.32,42078,42166,move tap,move,11,tap,0,['tap'],[0],109.0262,30109.0262,move--tap,move3,move,3,33,13,68,17
P03_109_263,P03,P03_109,00:14:04.602,00:14:03.42,00:14:04.92,42171,42246,turn off tap,turn-off,8,tap,0,['tap'],[0],109.0263,30109.0263,turn-off--tap,rotate5,rotate,5,8,6,10,4
P03_109_267,P03,P03_109,00:14:09.851,00:14:09.68,00:14:10.50,42484,42525,move tap,move,11,tap,0,['tap'],[0],109.0267,30109.0267,move--tap,move3,move,3,33,13,68,17
P03_109_272,P03,P03_109,00:14:17.601,00:14:17.31,00:14:17.73,42865,42886,move tap,move,11,tap,0,['tap'],[0],109.0272,30109.0272,move--tap,move0,move,0,34,13,68,17
P03_109_276,P03,P03_109,00:14:25.852,00:14:25.83,00:14:26.32,43291,43316,turn off tap,turn-off,8,tap,0,['tap'],[0],109.0276,30109.0276,turn-off--tap,rotate5,rotate,5,8,6,10,4
P03_109_283,P03,P03_109,00:14:39.353,00:14:39.16,00:14:40.27,43958,44013,put bin lid back on bin,put-on,1,lid,6,"['lid', 'bin']","[6, 36]",109.0283,30109.0283,put-on--lid,place3,place,3,5,3,84,20
P03_109_289,P03,P03_109,00:14:46.102,00:14:45.39,00:14:46.63,44269,44331,move tap,move,11,tap,0,['tap'],[0],109.0289,30109.0289,move--tap,move0,move,0,34,13,68,17
P03_109_292,P03,P03_109,00:14:53.128,00:14:50.10,00:14:54.06,44505,44703,open cupboard,open,3,cupboard,3,['cupboard'],[3],109.0292,30109.0292,open--cupboard,pull2,pull,2,30,1,4,1
P03_109_293,P03,P03_109,00:14:54.101,00:14:53.55,00:14:54.77,44677,44738,take plate,take,0,plate,2,['plate'],[2],109.0293,30109.0293,take--plate,pick1,pick,1,12,4,19,3
P03_109_294,P03,P03_109,00:14:56.877,00:14:54.87,00:14:57.09,44743,44854,put down plate,put-down,1,plate,2,['plate'],[2],109.0294,30109.0294,put-down--plate,place1,place,1,3,3,20,2
P03_109_295,P03,P03_109,00:14:57.879,00:14:57.11,00:14:58.29,44855,44914,pick up knife,pick-up,0,knife,4,['knife'],[4],109.0295,30109.0295,pick-up--knife,pick3,pick,3,4,4,58,16
P03_109_296,P03,P03_109,00:14:58.601,00:14:58.19,00:14:59.23,44909,44961,put down knife,put-down,1,knife,4,['knife'],[4],109.0296,30109.0296,put-down--knife,place3,place,3,5,3,8,2
P03_109_297,P03,P03_109,00:15:00.602,00:14:59.10,00:15:00.88,44955,45044,open fridge,open,3,fridge,12,['fridge'],[12],109.0297,30109.0297,open--fridge,pull4,pull,4,1,1,1,1
P03_109_301,P03,P03_109,00:15:08.102,00:15:08.10,00:15:09.05,45405,45452,close fridge,close,4,fridge,12,['fridge'],[12],109.0301,30109.0301,close--fridge,push0,push,0,2,2,2,0
P03_109_326,P03,P03_109,00:16:09.877,00:16:09.65,00:16:10.34,48482,48517,put down knife,put-down,1,knife,4,['knife'],[4],109.0326,30109.0326,put-down--knife,place3,place,3,5,3,8,2
P03_109_330,P03,P03_109,00:16:14.853,00:16:14.72,00:16:15.74,48736,48787,pick up lid,pick-up,0,lid,6,['lid'],[6],109.033,30109.033,pick-up--lid,pick3,pick,3,4,4,61,16
P03_109_332,P03,P03_109,00:16:17.852,00:16:17.67,00:16:18.21,48883,48910,pick up knife,pick-up,0,knife,4,['knife'],[4],109.0332,30109.0332,pick-up--knife,pick3,pick,3,4,4,58,16
P03_109_334,P03,P03_109,00:16:19.852,00:16:19.79,00:16:20.35,48989,49017,put down knife,put-down,1,knife,4,['knife'],[4],109.0334,30109.0334,put-down--knife,place3,place,3,5,3,8,2
P03_109_338,P03,P03_109,00:16:28.101,00:16:27.79,00:16:28.54,49389,49427,pick up knife,pick-up,0,knife,4,['knife'],[4],109.0338,30109.0338,pick-up--knife,pick3,pick,3,4,4,58,16
P03_109_354,P03,P03_109,00:17:08.100,00:17:08.00,00:17:08.48,51400,51424,put down knife,put-down,1,knife,4,['knife'],[4],109.0354,30109.0354,put-down--knife,place3,place,3,5,3,8,2
P03_109_365,P03,P03_109,00:17:36.600,00:17:36.64,00:17:38.67,52832,52933,open fridge,open,3,fridge,12,['fridge'],[12],109.0365,30109.0365,open--fridge,pull4,pull,4,1,1,1,1
P03_109_368,P03,P03_109,00:17:43.135,00:17:42.79,00:17:43.73,53139,53186,close fridge,close,4,fridge,12,['fridge'],[12],109.0368,30109.0368,close--fridge,push0,push,0,2,2,2,0
P03_109_369,P03,P03_109,00:17:45.108,00:17:43.75,00:17:45.35,53187,53267,pick up knife,pick-up,0,knife,4,['knife'],[4],109.0369,30109.0369,pick-up--knife,pick3,pick,3,4,4,58,16
P03_109_377,P03,P03_109,00:17:59.350,00:17:59.26,00:18:00.06,53963,54003,open cupboard,open,3,cupboard,3,['cupboard'],[3],109.0377,30109.0377,open--cupboard,pull2,pull,2,30,1,4,1
P03_109_384,P03,P03_109,00:18:11.357,00:18:10.04,00:18:12.54,54502,54627,pick up tupperware,pick-up,0,tupperware,23,['tupperware'],[23],109.0384,30109.0384,pick-up--tupperware,pick1,pick,1,12,4,77,16
P03_109_391,P03,P03_109,00:18:20.100,00:18:20.11,00:18:21.12,55005,55055,open cupboard,open,3,cupboard,3,['cupboard'],[3],109.0391,30109.0391,open--cupboard,pull2,pull,2,30,1,4,1
P03_109_400,P03,P03_109,00:18:31.850,00:18:32.18,00:18:32.88,55609,55644,pick up lid,pick-up,0,lid,6,['lid'],[6],109.04,30109.04,pick-up--lid,pick3,pick,3,4,4,61,16
P03_109_402,P03,P03_109,00:18:37.350,00:18:36.82,00:18:37.40,55841,55870,pick up lid,pick-up,0,lid,6,['lid'],[6],109.0402,30109.0402,pick-up--lid,pick3,pick,3,4,4,61,16
P03_109_403,P03,P03_109,00:18:37.850,00:18:37.48,00:18:37.97,55874,55898,put down lid,put-down,1,lid,6,['lid'],[6],109.0403,30109.0403,put-down--lid,place1,place,1,3,3,50,2
P03_109_406,P03,P03_109,00:18:41.350,00:18:39.51,00:18:41.61,55975,56080,open cupboard,open,3,cupboard,3,['cupboard'],[3],109.0406,30109.0406,open--cupboard,pull2,pull,2,30,1,4,1
P03_109_410,P03,P03_109,00:18:48.350,00:18:47.44,00:18:48.65,56372,56432,put lid on tupperware,put-on,1,lid,6,"['lid', 'tupperware']","[6, 23]",109.041,30109.041,put-on--lid,place3,place,3,5,3,84,20
P03_110_8,P03,P03_110,00:00:10.103,00:00:10.15,00:00:10.62,507,531,pick up lid,pick-up,0,lid,6,['lid'],[6],110.0008,30110.0008,pick-up--lid,pick3,pick,3,4,4,61,16
P03_110_9,P03,P03_110,00:00:10.880,00:00:10.80,00:00:11.29,540,564,put lid on tupperware,put-on,1,lid,6,"['lid', 'tupperware']","[6, 23]",110.0009,30110.0009,put-on--lid,place3,place,3,5,3,84,20
P03_110_10,P03,P03_110,00:00:11.600,00:00:11.33,00:00:12.30,566,615,close lid,close,4,lid,6,['lid'],[6],110.001,30110.001,close--lid,press1,press,1,11,5,18,0
P03_110_11,P03,P03_110,00:00:12.603,00:00:12.52,00:00:13.10,626,655,pick up knife and plate,pick-up,0,knife,4,"['knife', 'plate']","[4, 2]",110.0011,30110.0011,pick-up--knife,pick3,pick,3,4,4,58,16
P03_110_13,P03,P03_110,00:00:15.875,00:00:15.81,00:00:16.46,790,823,pick up tupperware,pick-up,0,tupperware,23,['tupperware'],[23],110.0013,30110.0013,pick-up--tupperware,pick1,pick,1,12,4,77,16
P03_111_0,P03,P03_111,00:00:01.604,00:00:01.47,00:00:02.41,73,120,open fridge,open,3,fridge,12,['fridge'],[12],111.0,30111.0,open--fridge,pull4,pull,4,1,1,1,1
P03_111_2,P03,P03_111,00:00:04.105,00:00:04.51,00:00:05.42,225,271,close fridge,close,4,fridge,12,['fridge'],[12],111.0002,30111.0002,close--fridge,push0,push,0,2,2,2,0
P03_111_4,P03,P03_111,00:00:07.103,00:00:07.00,00:00:08.01,350,400,open cupboard,open,3,cupboard,3,['cupboard'],[3],111.0004,30111.0004,open--cupboard,pull2,pull,2,30,1,4,1
P03_111_8,P03,P03_111,00:00:10.850,00:00:10.59,00:00:11.67,529,583,put down saucepan and lid,put-down,1,saucepan,5,"['saucepan', 'lid']","[5, 6]",111.0008,30111.0008,put-down--saucepan,place1,place,1,3,3,23,2
P03_111_9,P03,P03_111,00:00:11.600,00:00:11.19,00:00:12.30,559,615,turn on hob,turn-on,6,hob,24,['hob'],[24],111.0009,30111.0009,turn-on--hob,rotate3,rotate,3,13,6,12,5
P03_111_23,P03,P03_111,00:00:45.844,00:00:45.86,00:00:46.47,2293,2323,turn off tap,turn-off,8,tap,0,['tap'],[0],111.0023,30111.0023,turn-off--tap,rotate5,rotate,5,8,6,10,4
P03_111_26,P03,P03_111,00:00:51.344,00:00:50.87,00:00:52.02,2543,2601,pick up spoon,pick-up,0,spoon,1,['spoon'],[1],111.0026,30111.0026,pick-up--spoon,pick5,pick,5,21,4,59,16
P03_111_27,P03,P03_111,00:00:53.844,00:00:52.82,00:00:54.26,2641,2713,put down spoon,put-down,1,spoon,1,['spoon'],[1],111.0027,30111.0027,put-down--spoon,place3,place,3,5,3,25,2
P03_111_33,P03,P03_111,00:01:11.381,00:01:11.18,00:01:11.90,3559,3595,pick up lid,pick-up,0,lid,6,['lid'],[6],111.0033,30111.0033,pick-up--lid,pick3,pick,3,4,4,61,16
P03_111_34,P03,P03_111,00:01:12.344,00:01:11.97,00:01:12.57,3598,3628,put down lid,put-down,1,lid,6,['lid'],[6],111.0034,30111.0034,put-down--lid,place1,place,1,3,3,50,2
P03_112_3,P03,P03_112,00:00:08.601,00:00:08.26,00:00:09.19,413,459,turn on hob,turn-on,6,hob,24,['hob'],[24],112.0003,30112.0003,turn-on--hob,rotate3,rotate,3,13,6,12,5
P03_112_7,P03,P03_112,00:00:14.350,00:00:13.94,00:00:14.52,697,726,turn off tap,turn-off,8,tap,0,['tap'],[0],112.0007,30112.0007,turn-off--tap,rotate5,rotate,5,8,6,10,4
P03_112_10,P03,P03_112,00:00:19.100,00:00:18.08,00:00:21.02,903,1051,pick up pan,pick-up,0,pan,5,['pan'],[5],112.001,30112.001,pick-up--pan,pick4,pick,4,31,4,69,16
P03_112_13,P03,P03_112,00:00:27.100,00:00:25.19,00:00:27.99,1259,1399,pick up mug,pick-up,0,mug,13,['mug'],[13],112.0013,30112.0013,pick-up--mug,pick4,pick,4,31,4,73,16
P03_112_14,P03,P03_112,00:00:29.350,00:00:29.38,00:00:29.95,1469,1497,pick up pan,pick-up,0,pan,5,['pan'],[5],112.0014,30112.0014,pick-up--pan,pick4,pick,4,31,4,69,16
P03_112_26,P03,P03_112,00:00:48.355,00:00:48.22,00:00:48.88,2411,2444,pick up pan,pick-up,0,pan,5,['pan'],[5],112.0026,30112.0026,pick-up--pan,pick4,pick,4,31,4,69,16
P03_112_28,P03,P03_112,00:00:50.350,00:00:49.88,00:00:51.29,2494,2564,pick up salt,pick-up,0,salt,38,['salt'],[38],112.0028,30112.0028,pick-up--salt,pick1,pick,1,12,4,64,16
P03_112_31,P03,P03_112,00:00:55.850,00:00:56.06,00:00:56.71,2803,2835,open cupboard,open,3,cupboard,3,['cupboard'],[3],112.0031,30112.0031,open--cupboard,pull2,pull,2,30,1,4,1
P03_112_46,P03,P03_112,00:01:35.128,00:01:31.70,00:01:35.99,4585,4799,pick up lid,pick-up,0,lid,6,['lid'],[6],112.0046,30112.0046,pick-up--lid,pick3,pick,3,4,4,61,16
P03_112_49,P03,P03_112,00:01:39.352,00:01:38.65,00:01:40.04,4932,5002,open cupboard,open,3,cupboard,3,['cupboard'],[3],112.0049,30112.0049,open--cupboard,pull2,pull,2,30,1,4,1
P03_112_53,P03,P03_112,00:01:48.353,00:01:48.34,00:01:49.59,5417,5479,open cupboard,open,3,cupboard,3,['cupboard'],[3],112.0053,30112.0053,open--cupboard,pull2,pull,2,30,1,4,1
P03_112_56,P03,P03_112,00:01:53.139,00:01:52.74,00:01:53.99,5637,5699,pick up plates,pick-up,0,plate,2,['plate'],[2],112.0056,30112.0056,pick-up--plate,pick1,pick,1,12,4,55,16
P03_112_57,P03,P03_112,00:01:55.101,00:01:55.25,00:01:55.92,5762,5796,open cupboard,open,3,cupboard,3,['cupboard'],[3],112.0057,30112.0057,open--cupboard,pull2,pull,2,30,1,4,1
P03_112_61,P03,P03_112,00:02:00.101,00:02:00.35,00:02:01.00,6017,6050,open cupboard,open,3,cupboard,3,['cupboard'],[3],112.0061,30112.0061,open--cupboard,pull2,pull,2,30,1,4,1
